,rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,previous_checkin_type,previous_delay_at_checkout_in_minutes,delay_status
1398,557333,410887,mobile,ended,77.0,550290.0,300.0,mobile,17.0,Late
1399,558854,407865,mobile,ended,45.0,557408.0,360.0,mobile,7.0,Late
1400,559519,381012,mobile,ended,-15.0,553964.0,0.0,mobile,-707.0,On time
1401,560165,304775,connect,ended,-34.0,552359.0,240.0,connect,-118.0,On time
1402,560879,376311,connect,ended,21.0,563536.0,300.0,connect,-255.0,On time
1403,562118,402078,mobile,ended,-74.0,560643.0,150.0,mobile,20.0,Late
1404,563709,343003,mobile,ended,,561739.0,660.0,mobile,,On time
1405,564327,412869,mobile,ended,3098.0,562932.0,90.0,mobile,105.0,Late
1406,564510,367632,connect,ended,-579.0,563613.0,720.0,connect,11.0,Late
1407,549864,175887,connect,ended,72.0,558049.0,720.0,connect,32.0,Late
1408,550005,392368,connect,canceled,,544853.0,90.0,connect,-14.0,On time
1409,550335,364199,mobile,canceled,,515060.0,60.0,mobile,452.0,Late
1410,550497,392847,connect,ended,141.0,554124.0,0.0,connect,-9.0,On time
1411,550757,345080,connect,ended,-55.0,549248.0,720.0,connect,,On time
1412,551313,400293,mobile,ended,88.0,537821.0,0.0,mobile,-55.0,On time
1413,554913,351258,mobile,ended,0.0,555581.0,270.0,mobile,250.0,Late
1414,556063,388795,mobile,ended,101.0,551168.0,90.0,mobile,-31.0,On time
1415,556230,387976,mobile,canceled,,553955.0,720.0,mobile,885.0,Late
1416,557078,301301,connect,ended,104.0,555752.0,180.0,connect,119.0,Late
1417,557587,295830,connect,ended,-404.0,563792.0,720.0,connect,0.0,On time
1418,557732,374746,mobile,ended,-22.0,547231.0,0.0,mobile,-1.0,On time
1419,539705,406161,mobile,canceled,,559887.0,0.0,mobile,5.0,Late
1420,540254,383144,connect,ended,75.0,534854.0,120.0,connect,-44.0,On time
1421,540509,406902,mobile,ended,35.0,536255.0,30.0,mobile,74.0,Late
1422,540779,384193,connect,ended,6.0,550547.0,0.0,connect,-62.0,On time
1423,541103,359864,mobile,ended,-69.0,527333.0,60.0,mobile,15.0,Late
1424,542041,208090,mobile,ended,2.0,541715.0,30.0,mobile,-20.0,On time
1425,542083,385131,connect,ended,-12.0,542592.0,180.0,connect,-428.0,On time
1426,542384,344254,connect,ended,97.0,539674.0,180.0,connect,125.0,Late
1427,542573,402679,mobile,ended,,542341.0,0.0,mobile,,On time
1428,542909,407865,mobile,ended,114.0,535365.0,30.0,mobile,20.0,Late
1429,542993,258737,mobile,ended,39.0,526456.0,600.0,mobile,-131.0,On time
1430,556659,310219,connect,ended,-70.0,549808.0,480.0,connect,54.0,Late
1431,556716,364160,connect,ended,127.0,560217.0,30.0,mobile,18.0,Late
1432,556762,329718,mobile,ended,2.0,566035.0,120.0,mobile,-17.0,On time
1433,557012,358772,connect,ended,-29.0,553385.0,60.0,connect,-71.0,On time
1434,557706,399575,connect,ended,-17.0,548718.0,720.0,connect,73.0,Late
1435,558046,401869,connect,canceled,,556469.0,480.0,connect,231.0,Late
1436,558539,384983,mobile,ended,21.0,554384.0,60.0,mobile,69.0,Late
1437,558993,412141,mobile,ended,-1227.0,556871.0,600.0,mobile,,On time
1438,559386,395385,mobile,ended,2499.0,556228.0,690.0,mobile,1.0,Late
1439,559897,382302,connect,ended,99.0,558352.0,660.0,connect,-10.0,On time
1440,563382,381754,mobile,ended,463.0,561956.0,120.0,mobile,-151.0,On time
1441,564129,368506,mobile,ended,-41.0,555811.0,600.0,mobile,62.0,Late
1442,564601,317683,mobile,ended,93.0,560650.0,30.0,mobile,46.0,Late
1443,564616,383443,connect,ended,-113.0,563616.0,540.0,connect,-42.0,On time
1444,558724,380479,mobile,ended,13.0,555526.0,570.0,mobile,52.0,Late
1445,561362,352528,connect,ended,-21.0,527111.0,600.0,connect,100.0,Late
1446,562011,282433,mobile,canceled,,557920.0,210.0,mobile,7.0,Late
1447,562201,412104,mobile,ended,-119.0,563920.0,120.0,mobile,92.0,Late
1448,564664,361789,mobile,canceled,,564691.0,600.0,mobile,-97.0,On time
1449,565046,409523,mobile,ended,,559547.0,0.0,mobile,,On time
1450,565255,374809,connect,ended,-97.0,566437.0,90.0,connect,2.0,Late
1451,565826,387980,mobile,ended,-36.0,565423.0,270.0,mobile,93.0,Late
1452,565273,351468,mobile,ended,-209.0,559473.0,90.0,mobile,62.0,Late
1453,565284,403149,mobile,ended,31.0,563877.0,150.0,mobile,79.0,Late
1454,565885,379092,mobile,canceled,,563199.0,330.0,mobile,4.0,Late
1455,566516,337217,mobile,ended,48.0,561111.0,660.0,mobile,10.0,Late
1456,568190,381787,connect,canceled,,529051.0,60.0,connect,-272.0,On time
1457,568312,414757,mobile,ended,-31.0,564212.0,60.0,mobile,-164.0,On time
1458,569487,335276,connect,ended,-40.0,560375.0,600.0,connect,140.0,Late
1459,570644,374360,connect,ended,18.0,567682.0,60.0,connect,172.0,Late
1460,571208,293910,mobile,ended,-28.0,575013.0,600.0,mobile,-15.0,On time
1461,573651,380019,mobile,ended,363.0,568249.0,120.0,mobile,-8.0,On time
1462,567609,297832,mobile,ended,5.0,566110.0,0.0,mobile,-1102.0,On time
1463,569004,341881,connect,ended,41.0,565020.0,630.0,connect,-123.0,On time
1464,547078,347208,connect,ended,133.0,545645.0,0.0,connect,-147.0,On time
1465,548739,365148,mobile,ended,25.0,547665.0,60.0,mobile,55.0,Late
1466,548963,374626,mobile,ended,48.0,536523.0,720.0,mobile,68.0,Late
1467,550109,373927,mobile,canceled,,552732.0,420.0,mobile,186.0,Late
1468,550705,367632,connect,ended,205.0,564510.0,420.0,connect,-579.0,On time
1469,550938,334190,connect,ended,110.0,549759.0,0.0,connect,142.0,Late
1470,569662,368432,mobile,ended,35.0,572914.0,690.0,mobile,-11.0,On time
1471,570143,174243,mobile,ended,80.0,565219.0,120.0,mobile,10.0,Late
1472,571746,331673,mobile,ended,35.0,570526.0,210.0,mobile,23.0,Late
1473,572953,392055,mobile,ended,5.0,562635.0,300.0,mobile,-22.0,On time
1474,547509,350904,mobile,ended,44.0,536164.0,480.0,mobile,-76.0,On time
1475,551041,390467,connect,ended,-194.0,566227.0,630.0,connect,-17.0,On time
1476,551166,342699,connect,canceled,,548950.0,60.0,connect,98.0,Late
1477,551922,380001,mobile,ended,,540803.0,120.0,mobile,51.0,Late
1478,552238,386259,connect,ended,-10.0,550185.0,420.0,connect,15.0,Late
1479,552256,320824,connect,ended,-134.0,529301.0,720.0,connect,-308.0,On time
1480,552472,352528,connect,canceled,,546489.0,180.0,connect,-533.0,On time
1481,551693,412114,mobile,ended,-40.0,548975.0,60.0,mobile,-7.0,On time
1482,551778,394305,mobile,ended,13.0,549859.0,150.0,mobile,8.0,Late
1483,554143,401387,mobile,ended,-10.0,553151.0,60.0,mobile,-1.0,On time
1484,555012,398697,mobile,ended,218.0,527035.0,210.0,mobile,23.0,Late
1485,553682,401475,connect,ended,37.0,552583.0,420.0,connect,11.0,Late
1486,554118,366164,connect,ended,113.0,550687.0,180.0,connect,-139.0,On time
1487,554952,290726,connect,ended,-65.0,561666.0,480.0,connect,-1.0,On time
1488,555079,388895,mobile,canceled,,552415.0,720.0,mobile,-91.0,On time
1489,558030,316678,connect,ended,-158.0,549892.0,240.0,connect,23.0,Late
1490,553252,394656,connect,ended,6.0,546275.0,540.0,connect,-663.0,On time
1491,553988,404791,mobile,ended,-402.0,557032.0,60.0,mobile,8.0,Late
1492,554954,403749,mobile,ended,-152.0,548087.0,540.0,mobile,,On time
1493,553223,398586,connect,ended,172.0,544811.0,30.0,connect,50.0,Late
1494,553572,383499,mobile,ended,2.0,553742.0,420.0,mobile,-23.0,On time
1495,553999,406161,mobile,ended,-110.0,556375.0,0.0,mobile,9.0,Late
1496,554812,298516,connect,ended,8.0,548564.0,150.0,connect,-26.0,On time
1497,554861,343003,mobile,ended,,539919.0,60.0,mobile,,On time
1498,555556,407607,mobile,canceled,,558491.0,720.0,connect,25.0,Late
1499,556514,409197,mobile,ended,-3.0,551728.0,720.0,mobile,-56.0,On time
1500,556918,380833,mobile,ended,35.0,532556.0,90.0,mobile,62.0,Late
1501,565868,376901,connect,ended,-19.0,562254.0,30.0,connect,-6.0,On time
1502,566574,406625,connect,ended,-40.0,565247.0,210.0,connect,0.0,On time
1503,567769,338571,mobile,ended,19.0,555206.0,90.0,mobile,42.0,Late
1504,505758,392805,mobile,ended,3.0,528920.0,90.0,mobile,83.0,Late
1505,526752,389451,mobile,ended,5.0,532361.0,630.0,mobile,4.0,Late
1506,527873,394217,mobile,canceled,,539939.0,420.0,mobile,75.0,Late
1507,533792,401649,connect,ended,106.0,546026.0,30.0,connect,2.0,Late
1508,568519,295783,connect,canceled,,561162.0,600.0,connect,74.0,Late
1509,567835,409523,mobile,ended,967.0,565046.0,630.0,mobile,,On time
1510,568079,227042,mobile,ended,40.0,566621.0,600.0,mobile,52.0,Late
1511,568778,344254,connect,ended,,566711.0,60.0,connect,37.0,Late
1512,568815,385629,connect,ended,47.0,564703.0,0.0,connect,-28.0,On time
1513,569287,393723,connect,ended,,563129.0,0.0,connect,-72.0,On time
1514,571227,298117,connect,ended,-13.0,571310.0,600.0,connect,56.0,Late
1515,540769,396009,connect,ended,-6.0,539540.0,60.0,connect,-47.0,On time
1516,541283,305733,mobile,ended,34.0,536691.0,60.0,mobile,84.0,Late
1517,542592,385131,connect,ended,-428.0,535537.0,120.0,connect,-102.0,On time
1518,542666,348178,mobile,ended,22.0,541891.0,90.0,mobile,-12.0,On time
1519,543426,398802,mobile,ended,51.0,546955.0,720.0,mobile,25.0,Late
1520,543793,408983,mobile,ended,1073.0,540001.0,690.0,mobile,675.0,Late
1521,543886,392718,mobile,ended,,538485.0,660.0,mobile,,On time
1522,573207,216576,connect,ended,93.0,565493.0,300.0,connect,57.0,Late
1523,573945,248926,mobile,ended,36.0,571936.0,690.0,mobile,4.0,Late
1524,575353,341861,connect,ended,-36.0,571038.0,60.0,connect,-152.0,On time
1525,553217,273577,mobile,ended,0.0,538723.0,210.0,mobile,-33.0,On time
1526,553596,407865,mobile,ended,17.0,558854.0,690.0,mobile,45.0,Late
1527,554420,374741,connect,ended,-89.0,565100.0,0.0,connect,-71.0,On time
1528,556060,392479,mobile,ended,-70.0,565840.0,660.0,mobile,-94.0,On time
1529,536480,392368,connect,ended,-242.0,537825.0,690.0,connect,5.0,Late
1530,545069,399431,mobile,canceled,,536579.0,210.0,mobile,64.0,Late
1531,543275,340699,mobile,ended,69.0,521297.0,60.0,mobile,-53.0,On time
1532,543564,381583,mobile,ended,,535821.0,60.0,mobile,-10.0,On time
1533,543930,409636,mobile,ended,8.0,539399.0,720.0,mobile,93.0,Late
1534,544421,359998,mobile,ended,18.0,557397.0,60.0,mobile,-333.0,On time
1535,544867,385423,mobile,canceled,,543882.0,90.0,mobile,14.0,Late
1536,544991,404791,mobile,ended,106.0,526927.0,720.0,mobile,44.0,Late
1537,545437,383443,connect,ended,26.0,541311.0,120.0,connect,-802.0,On time
1538,545656,223204,mobile,ended,,540032.0,360.0,mobile,,On time
1539,545705,352039,connect,ended,2.0,548559.0,720.0,connect,19.0,Late
1540,545767,300505,connect,ended,32.0,532682.0,90.0,connect,-41.0,On time
1541,548501,370907,mobile,ended,-3.0,548865.0,720.0,mobile,25.0,Late
1542,548950,342699,connect,ended,98.0,546290.0,30.0,connect,-36.0,On time
1543,548971,399575,connect,ended,102.0,549086.0,180.0,connect,-58.0,On time
1544,550069,368354,mobile,ended,-488.0,547423.0,90.0,mobile,53.0,Late
1545,557316,381583,mobile,ended,10.0,554028.0,150.0,mobile,100.0,Late
1546,558352,382302,connect,ended,-10.0,554807.0,60.0,connect,-138.0,On time
1547,558535,318911,mobile,ended,191.0,552015.0,330.0,mobile,26.0,Late
1548,559040,273577,mobile,ended,427.0,562925.0,720.0,mobile,29.0,Late
1549,559287,334190,connect,ended,-97.0,560890.0,120.0,connect,-19.0,On time
1550,536874,331900,mobile,ended,69.0,547182.0,120.0,mobile,4.0,Late
1551,538233,325139,mobile,ended,150.0,539837.0,270.0,mobile,62.0,Late
1552,538543,330013,mobile,canceled,,540896.0,600.0,mobile,-173.0,On time
1553,539750,295860,mobile,ended,103.0,542566.0,300.0,mobile,316.0,Late
1554,557433,381787,connect,ended,-56.0,558480.0,0.0,connect,-15.0,On time
1555,558357,357530,connect,ended,-63.0,558780.0,120.0,connect,-7.0,On time
1556,558762,218964,mobile,ended,437.0,557353.0,630.0,mobile,324.0,Late
1557,559725,362507,connect,ended,-91.0,557052.0,60.0,connect,-29.0,On time
1558,559959,376601,mobile,ended,-383.0,559138.0,60.0,mobile,33.0,Late
1559,560094,397466,mobile,ended,,564099.0,60.0,mobile,,On time
1560,558219,376677,connect,canceled,,563347.0,660.0,connect,-212.0,On time
1561,559047,392805,mobile,ended,288.0,546762.0,0.0,mobile,1.0,Late
1562,559490,268787,mobile,ended,-20.0,552187.0,0.0,mobile,8.0,Late
1563,559528,255576,connect,ended,9.0,558076.0,660.0,connect,-22.0,On time
1564,561044,372809,connect,canceled,,557343.0,690.0,connect,104.0,Late
1565,561559,390927,connect,canceled,,537960.0,0.0,connect,31.0,Late
1566,562480,173061,connect,ended,,560790.0,690.0,connect,,On time
1567,563577,236059,mobile,ended,397.0,567616.0,90.0,mobile,59.0,Late
1568,563772,293910,mobile,ended,22.0,555354.0,510.0,mobile,-713.0,On time
1569,564096,310553,connect,ended,3.0,561903.0,0.0,connect,-7.0,On time
1570,550814,339371,mobile,ended,536.0,518660.0,90.0,mobile,32.0,Late
1571,550894,304068,mobile,ended,-135.0,543851.0,60.0,mobile,12.0,Late
1572,551643,392479,mobile,ended,-139.0,553125.0,240.0,mobile,88.0,Late
1573,551867,375834,mobile,ended,96.0,547655.0,120.0,mobile,89.0,Late
1574,546141,386722,mobile,canceled,,544832.0,210.0,mobile,53.0,Late
1575,546819,334190,connect,canceled,,547969.0,210.0,connect,-52.0,On time
1576,548152,410939,connect,ended,,557055.0,0.0,connect,-20.0,On time
1577,548896,318371,mobile,ended,-89.0,551963.0,330.0,mobile,62.0,Late
1578,561806,221830,mobile,ended,967.0,546263.0,600.0,mobile,-21.0,On time
1579,560305,195467,mobile,ended,,558504.0,720.0,mobile,,On time
1580,560354,338243,connect,ended,54.0,557661.0,180.0,connect,-626.0,On time
1581,560718,324640,mobile,ended,156.0,542037.0,240.0,mobile,188.0,Late
1582,562612,413896,mobile,ended,-8.0,560091.0,0.0,mobile,527.0,Late
1583,562894,285452,connect,ended,-14.0,560823.0,660.0,connect,-37.0,On time
1584,562977,405611,connect,ended,210.0,558473.0,120.0,mobile,-203.0,On time
1585,563090,386086,mobile,ended,39.0,560501.0,0.0,mobile,15.0,Late
1586,563517,363133,connect,ended,78.0,565338.0,120.0,connect,-35.0,On time
1587,564912,340064,mobile,ended,75.0,533701.0,600.0,mobile,-121.0,On time
1588,556965,187740,mobile,ended,4.0,556605.0,0.0,mobile,-15.0,On time
1589,557246,413139,mobile,canceled,,553934.0,120.0,mobile,-61.0,On time
1590,557659,298117,connect,ended,22.0,552177.0,360.0,connect,147.0,Late
1591,557817,289112,connect,ended,63.0,540139.0,690.0,connect,-17.0,On time
1592,557969,385721,connect,ended,-104.0,551402.0,600.0,connect,94.0,Late
1593,558520,386322,mobile,ended,32.0,558507.0,660.0,mobile,-89.0,On time
1594,558654,366981,connect,ended,8.0,542471.0,630.0,connect,-98.0,On time
1595,558684,412528,mobile,ended,49.0,557553.0,270.0,mobile,50.0,Late
1596,559259,412093,mobile,ended,74.0,553100.0,0.0,mobile,67.0,Late
1597,559493,285452,connect,canceled,,556448.0,30.0,connect,14.0,Late
1598,559657,363386,mobile,ended,229.0,555952.0,120.0,mobile,-8.0,On time
1599,559701,401475,connect,ended,-51.0,552371.0,600.0,connect,47.0,Late
1600,560537,308181,connect,canceled,,559632.0,90.0,connect,33.0,Late
1601,561079,376652,mobile,ended,11.0,560197.0,0.0,mobile,-7.0,On time
1602,562335,367627,mobile,ended,84.0,565711.0,600.0,mobile,-86.0,On time
1603,560826,406902,mobile,ended,64.0,556895.0,660.0,mobile,111.0,Late
1604,541294,366866,mobile,ended,-158.0,540776.0,120.0,mobile,6.0,Late
1605,541942,391618,connect,ended,144.0,531518.0,60.0,connect,3.0,Late
1606,542598,348526,connect,ended,148.0,545276.0,510.0,connect,-19.0,On time
1607,543008,363761,mobile,ended,1341.0,567693.0,720.0,mobile,114.0,Late
1608,543572,356106,connect,canceled,,541079.0,120.0,connect,-24.0,On time
1609,544186,390467,connect,ended,65.0,542241.0,690.0,connect,-16.0,On time
1610,544445,195888,mobile,ended,-22.0,544632.0,690.0,mobile,34.0,Late
1611,544712,408844,mobile,ended,-27.0,537812.0,600.0,mobile,-1.0,On time
1612,550903,389785,connect,ended,-18.0,540617.0,180.0,connect,-884.0,On time
1613,550972,360981,mobile,canceled,,548903.0,60.0,mobile,221.0,Late
1614,551055,409197,mobile,ended,-91.0,543333.0,240.0,mobile,3.0,Late
1615,552306,356673,mobile,ended,-72.0,551565.0,180.0,mobile,176.0,Late
1616,552765,366981,connect,ended,-10.0,544722.0,420.0,connect,-822.0,On time
1617,552462,381787,connect,canceled,,548193.0,150.0,connect,158.0,Late
1618,555454,381183,mobile,ended,232.0,552738.0,60.0,mobile,165.0,Late
1619,565509,381183,mobile,ended,44.0,562526.0,0.0,mobile,-206.0,On time
1620,565678,348485,connect,ended,39.0,560263.0,360.0,connect,13.0,Late
1621,566159,390479,mobile,ended,134.0,564323.0,0.0,mobile,-22.0,On time
1622,563999,371632,connect,ended,-88.0,556474.0,540.0,connect,118.0,Late
1623,564699,415572,mobile,ended,2193.0,565228.0,240.0,mobile,4258.0,Late
1624,565099,413351,mobile,ended,9.0,561247.0,0.0,mobile,2.0,Late
1625,565203,351162,connect,ended,-39.0,557093.0,60.0,connect,-37.0,On time
1626,565254,212965,connect,ended,98.0,560539.0,420.0,connect,-6.0,On time
1627,565399,407315,mobile,ended,70.0,552810.0,120.0,mobile,45.0,Late
1628,566071,403054,mobile,ended,-166.0,565660.0,480.0,mobile,2.0,Late
1629,564600,272430,connect,ended,-61.0,559220.0,570.0,connect,-746.0,On time
1630,565020,341881,connect,ended,-123.0,563188.0,240.0,connect,-38.0,On time
1631,565393,370055,connect,ended,-93.0,563668.0,660.0,connect,24.0,Late
1632,565840,392479,mobile,ended,-94.0,569171.0,240.0,mobile,-59.0,On time
1633,544851,392718,mobile,ended,75.0,565353.0,330.0,mobile,-47.0,On time
1634,545223,310553,connect,ended,-45.0,543354.0,720.0,connect,-71.0,On time
1635,546139,375047,connect,ended,-4.0,557540.0,240.0,connect,-69.0,On time
1636,546501,314456,connect,ended,-210.0,540134.0,210.0,connect,62.0,Late
1637,546877,334190,connect,canceled,,538875.0,450.0,connect,-875.0,On time
1638,546959,405005,connect,ended,38.0,545715.0,240.0,connect,47.0,Late
1639,547428,160062,mobile,canceled,,573462.0,540.0,mobile,-88.0,On time
1640,548101,390590,connect,canceled,,545833.0,210.0,connect,46.0,Late
1641,566407,381857,connect,ended,-306.0,566456.0,390.0,connect,-15.0,On time
1642,565263,339138,connect,ended,-119.0,563988.0,0.0,connect,-5.0,On time
1643,566850,400181,mobile,ended,16.0,561893.0,720.0,mobile,52.0,Late
1644,567093,415726,mobile,ended,-2.0,565126.0,270.0,mobile,4.0,Late
1645,567371,317572,connect,ended,-114.0,568169.0,120.0,connect,-76.0,On time
1646,567389,397217,connect,canceled,,564542.0,0.0,connect,-97.0,On time
1647,567644,216701,mobile,ended,-1408.0,565921.0,210.0,mobile,39.0,Late
1648,567795,405005,connect,ended,-68.0,560343.0,210.0,connect,-46.0,On time
1649,568224,381499,connect,ended,-93.0,562174.0,0.0,connect,73.0,Late
1650,569141,379462,mobile,ended,-99.0,557980.0,120.0,mobile,1.0,Late
1651,571018,371625,mobile,ended,25.0,549891.0,150.0,mobile,-14.0,On time
1652,571191,413896,mobile,ended,-29.0,572986.0,60.0,mobile,63.0,Late
1653,571709,371632,connect,ended,-38.0,568753.0,480.0,connect,-18.0,On time
1654,567165,311943,mobile,ended,-5.0,569360.0,570.0,mobile,87.0,Late
1655,567364,403871,mobile,ended,-5.0,560535.0,450.0,mobile,133.0,Late
1656,556850,346952,mobile,ended,48.0,553865.0,30.0,mobile,45.0,Late
1657,557086,398733,mobile,ended,4.0,555668.0,0.0,mobile,17.0,Late
1658,557279,382060,mobile,ended,57.0,547290.0,120.0,mobile,,On time
1659,557930,400886,mobile,ended,56.0,553320.0,450.0,mobile,-1414.0,On time
1660,558628,396435,connect,canceled,,550343.0,420.0,connect,44.0,Late
1661,559512,248300,connect,ended,58.0,552427.0,0.0,connect,-157.0,On time
1662,559733,326708,mobile,ended,-23.0,554230.0,180.0,mobile,15.0,Late
1663,559873,341630,mobile,ended,79.0,558883.0,240.0,mobile,-3.0,On time
1664,559918,381857,connect,canceled,,558338.0,120.0,connect,-71.0,On time
1665,560273,275364,connect,canceled,,553244.0,240.0,connect,-880.0,On time
1666,555190,194356,mobile,ended,0.0,559148.0,510.0,mobile,617.0,Late
1667,555299,371572,connect,ended,641.0,549796.0,0.0,connect,-96.0,On time
1668,556725,362187,connect,ended,-633.0,554183.0,210.0,connect,-426.0,On time
1669,567964,298466,mobile,ended,-22.0,527165.0,150.0,mobile,-892.0,On time
1670,568455,382302,connect,ended,-35.0,574639.0,660.0,connect,6.0,Late
1671,568853,335276,connect,canceled,,560375.0,690.0,connect,140.0,Late
1672,570013,383344,connect,ended,33.0,569963.0,360.0,connect,61.0,Late
1673,573460,347208,connect,ended,-1.0,572521.0,0.0,connect,-875.0,On time
1674,573770,356106,connect,ended,-14.0,573913.0,390.0,connect,156.0,Late
1675,568278,351549,connect,ended,355.0,565967.0,510.0,connect,12.0,Late
1676,568428,351660,connect,canceled,,563040.0,0.0,connect,41.0,Late
1677,568585,351660,connect,ended,-45.0,563040.0,90.0,connect,41.0,Late
1678,568789,402153,mobile,ended,-88.0,568035.0,720.0,mobile,47.0,Late
1679,569282,381481,mobile,ended,68.0,565511.0,510.0,mobile,,On time
1680,570713,411578,mobile,ended,,566615.0,420.0,mobile,-137.0,On time
1681,571607,374360,connect,ended,-5.0,570644.0,0.0,connect,18.0,Late
1682,571797,338647,mobile,canceled,,570367.0,630.0,mobile,74.0,Late
1683,567535,368391,mobile,ended,65.0,539310.0,30.0,mobile,30.0,Late
1684,568416,336935,connect,ended,2.0,559824.0,630.0,connect,14.0,Late
1685,568421,410521,mobile,ended,98.0,554767.0,180.0,mobile,111.0,Late
1686,568649,378003,connect,ended,52.0,572385.0,90.0,connect,153.0,Late
1687,568704,385628,connect,ended,49.0,563946.0,630.0,connect,-146.0,On time
1688,568708,275364,connect,ended,39.0,563004.0,0.0,connect,-72.0,On time
1689,568993,370513,mobile,ended,18.0,528782.0,30.0,mobile,3.0,Late
1690,569504,337219,connect,ended,-317.0,555979.0,660.0,connect,-111.0,On time
1691,569818,361055,mobile,ended,-5.0,506459.0,510.0,mobile,-28.0,On time
1692,549762,280227,connect,ended,-170.0,551649.0,90.0,connect,34.0,Late
1693,550442,374741,connect,ended,78.0,555908.0,180.0,connect,-75.0,On time
1694,550923,245154,connect,canceled,,549765.0,630.0,connect,11.0,Late
1695,567748,316817,mobile,canceled,,560395.0,690.0,mobile,-51.0,On time
1696,568064,335276,connect,ended,121.0,573893.0,180.0,connect,-19.0,On time
1697,569362,404953,mobile,ended,142.0,568070.0,90.0,mobile,78.0,Late
1698,569382,293523,mobile,ended,40.0,567028.0,720.0,mobile,-84.0,On time
1699,571552,403962,connect,canceled,,574540.0,90.0,connect,153.0,Late
1700,572413,350149,mobile,ended,79.0,574325.0,600.0,mobile,169.0,Late
1701,575574,173061,connect,ended,42.0,574480.0,240.0,connect,-374.0,On time
1702,557655,311664,connect,canceled,,557740.0,570.0,connect,86.0,Late
1703,557777,407055,connect,ended,-5.0,558647.0,270.0,connect,-60.0,On time
1704,561066,230201,connect,ended,-57.0,564529.0,0.0,connect,24.0,Late
1705,563004,275364,connect,ended,-72.0,567827.0,0.0,connect,-6.0,On time
1706,563942,412139,mobile,ended,-12.0,555548.0,90.0,mobile,31.0,Late
1707,564205,355805,mobile,ended,41.0,564523.0,30.0,mobile,51.0,Late
1708,564594,248926,mobile,ended,-68.0,559683.0,150.0,mobile,19.0,Late
1709,564678,406124,connect,ended,,559336.0,300.0,connect,,On time
1710,565489,355900,connect,ended,-100.0,567036.0,600.0,connect,86.0,Late
1711,574185,356540,mobile,ended,,573533.0,180.0,mobile,,On time
1712,574757,340699,mobile,ended,129.0,570928.0,0.0,mobile,51.0,Late
1713,575049,382444,mobile,canceled,,568419.0,330.0,mobile,28.0,Late
1714,554395,393373,mobile,ended,-1441.0,546634.0,0.0,mobile,-9.0,On time
1715,555167,413558,mobile,ended,,557703.0,0.0,mobile,-54.0,On time
1716,555916,178845,mobile,ended,9.0,550592.0,300.0,mobile,0.0,On time
1717,556029,299063,connect,ended,-14.0,548540.0,120.0,connect,-147.0,On time
1718,556533,241021,connect,ended,102.0,557598.0,150.0,connect,120.0,Late
1719,563473,348294,connect,ended,64.0,561643.0,0.0,connect,16.0,Late
1720,563711,310661,mobile,ended,245.0,549715.0,90.0,mobile,87.0,Late
1721,563925,241021,connect,ended,-31.0,563827.0,30.0,connect,-486.0,On time
1722,564111,369648,connect,ended,50.0,561113.0,420.0,connect,-2109.0,On time
1723,566456,381857,connect,ended,-15.0,565199.0,90.0,connect,-66.0,On time
1724,567276,388764,mobile,ended,21.0,548208.0,270.0,mobile,20.0,Late
1725,568263,369381,mobile,ended,346.0,567507.0,180.0,mobile,-82.0,On time
1726,568295,362199,connect,ended,36.0,567376.0,60.0,connect,,On time
1727,568758,415034,mobile,ended,-53.0,569808.0,510.0,mobile,-92.0,On time
1728,541832,354938,mobile,ended,53.0,533526.0,0.0,mobile,-9.0,On time
1729,542869,300377,mobile,ended,13.0,532441.0,0.0,mobile,21.0,Late
1730,542965,339015,mobile,ended,-189.0,533719.0,360.0,mobile,322.0,Late
1731,543503,401911,mobile,ended,82.0,539726.0,120.0,mobile,74.0,Late
1732,543654,370420,mobile,ended,93.0,506194.0,0.0,mobile,21.0,Late
1733,572580,288973,mobile,ended,-12.0,571780.0,720.0,mobile,-125.0,On time
1734,573792,373511,mobile,ended,-118.0,574297.0,30.0,mobile,3.0,Late
1735,556973,384396,connect,ended,225.0,553994.0,150.0,connect,120.0,Late
1736,557494,365926,connect,canceled,,544742.0,150.0,connect,-36.0,On time
1737,557845,405433,mobile,ended,-11.0,557514.0,0.0,mobile,47.0,Late
1738,559467,290600,connect,ended,89.0,559379.0,630.0,connect,1.0,Late
1739,559914,284054,mobile,ended,-187.0,554378.0,120.0,mobile,-315.0,On time
1740,560038,407607,connect,canceled,,558491.0,690.0,connect,25.0,Late
1741,560407,401387,mobile,ended,43.0,574013.0,90.0,mobile,-514.0,On time
1742,560439,316678,connect,ended,-8.0,521403.0,60.0,connect,-31.0,On time
1743,569798,415653,mobile,ended,107.0,568296.0,360.0,mobile,,On time
1744,573423,358764,mobile,ended,52.0,569793.0,30.0,mobile,50.0,Late
1745,573429,380069,mobile,ended,,562010.0,30.0,mobile,-96.0,On time
1746,574789,325328,connect,ended,40.0,562389.0,690.0,connect,16.0,Late
1747,575860,323777,mobile,ended,-19.0,575053.0,30.0,mobile,22.0,Late
1748,566001,310571,mobile,ended,22.0,562807.0,300.0,mobile,-14.0,On time
1749,567264,410255,connect,ended,183.0,564975.0,0.0,connect,-19.0,On time
1750,569088,394869,mobile,ended,175.0,567711.0,360.0,mobile,148.0,Late
