,rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,previous_checkin_type,previous_delay_at_checkout_in_minutes,delay_status
1751,569229,374486,mobile,ended,46.0,569375.0,570.0,mobile,60.0,Late
1752,569736,376491,connect,canceled,,571965.0,510.0,connect,17.0,Late
1753,561334,410939,connect,ended,-157.0,565171.0,0.0,connect,-15.0,On time
1754,561569,374809,connect,ended,-14.0,540924.0,120.0,connect,2.0,Late
1755,562310,405005,connect,ended,-29.0,555533.0,450.0,connect,-625.0,On time
1756,562389,325328,connect,ended,16.0,561921.0,330.0,connect,-9.0,On time
1757,566230,339993,mobile,ended,-414.0,555368.0,720.0,mobile,138.0,Late
1758,568164,374298,connect,ended,-43.0,565095.0,60.0,connect,9.0,Late
1759,568411,358023,mobile,ended,641.0,564155.0,0.0,mobile,-19.0,On time
1760,568482,386211,mobile,ended,43.0,561829.0,630.0,mobile,-16.0,On time
1761,568975,315136,connect,ended,58.0,566481.0,150.0,connect,-9.0,On time
1762,573086,385303,connect,ended,125.0,572075.0,660.0,connect,27.0,Late
1763,539934,372115,mobile,ended,-50.0,536095.0,720.0,mobile,-161.0,On time
1764,540973,288973,mobile,ended,17.0,537775.0,570.0,mobile,,On time
1765,541426,393185,mobile,ended,97.0,538564.0,150.0,mobile,-36.0,On time
1766,542105,397188,mobile,ended,-66.0,541742.0,720.0,mobile,134.0,Late
1767,542314,388111,mobile,ended,38.0,509727.0,30.0,mobile,25.0,Late
1768,543894,383443,connect,ended,-73.0,539684.0,0.0,connect,-166.0,On time
1769,544444,392327,mobile,ended,352.0,539009.0,660.0,mobile,274.0,Late
1770,545009,317303,mobile,ended,-3.0,541002.0,120.0,mobile,19.0,Late
1771,545696,374360,connect,ended,-64.0,550978.0,720.0,connect,0.0,On time
1772,546489,352528,connect,ended,-533.0,546578.0,570.0,connect,-536.0,On time
1773,546659,333731,mobile,ended,17.0,548560.0,120.0,mobile,24.0,Late
1774,547255,334190,connect,ended,49.0,547969.0,240.0,connect,-52.0,On time
1775,548340,390702,connect,ended,72.0,532915.0,180.0,connect,76.0,Late
1776,549715,310661,mobile,ended,87.0,560574.0,60.0,mobile,-2.0,On time
1777,551425,374360,connect,ended,-85.0,559958.0,570.0,connect,-132.0,On time
1778,551843,396470,mobile,ended,-8.0,545947.0,30.0,mobile,-44.0,On time
1779,552157,410231,mobile,ended,-40.0,548424.0,330.0,mobile,-7.0,On time
1780,552213,359045,connect,ended,-91.0,567058.0,60.0,connect,88.0,Late
1781,552433,349678,connect,canceled,,555522.0,420.0,connect,-47.0,On time
1782,545142,399431,mobile,ended,-59.0,536579.0,270.0,mobile,64.0,Late
1783,549928,301799,connect,ended,-52.0,551138.0,540.0,connect,550.0,Late
1784,550270,399575,connect,ended,51.0,548971.0,690.0,connect,102.0,Late
1785,551115,360460,connect,ended,31.0,550135.0,60.0,connect,-208.0,On time
1786,551116,390467,connect,canceled,,548851.0,0.0,connect,-16.0,On time
1787,552034,361156,mobile,ended,335.0,548172.0,0.0,mobile,-29.0,On time
1788,552290,370049,mobile,ended,66.0,541329.0,660.0,mobile,-18.0,On time
1789,552800,335276,connect,ended,-74.0,553412.0,0.0,connect,11.0,Late
1790,553299,412021,mobile,ended,13.0,552971.0,600.0,mobile,-38.0,On time
1791,553351,406124,connect,ended,90.0,557210.0,0.0,connect,-10.0,On time
1792,553447,362187,connect,ended,487.0,548278.0,690.0,connect,-732.0,On time
1793,553525,404460,mobile,ended,-869.0,552490.0,30.0,mobile,83.0,Late
1794,553966,400417,mobile,ended,,551662.0,30.0,mobile,55.0,Late
1795,556396,319886,connect,ended,-22.0,553022.0,30.0,connect,-60.0,On time
1796,556928,245154,connect,ended,-99.0,556011.0,60.0,connect,99.0,Late
1797,558711,249274,connect,ended,10.0,542660.0,180.0,mobile,38.0,Late
1798,558941,370312,mobile,ended,-32.0,547786.0,660.0,mobile,107.0,Late
1799,559828,376619,mobile,ended,56.0,552342.0,450.0,mobile,-965.0,On time
1800,559967,340369,connect,ended,-21.0,559032.0,180.0,connect,-40.0,On time
1801,560206,412025,mobile,ended,-82.0,558245.0,480.0,mobile,24.0,Late
1802,560500,377781,mobile,ended,-259.0,544750.0,0.0,mobile,-50.0,On time
1803,560659,223850,mobile,ended,-112.0,559026.0,180.0,mobile,145.0,Late
1804,561206,312603,connect,ended,10.0,554958.0,30.0,connect,183.0,Late
1805,561403,412139,mobile,ended,290.0,563942.0,120.0,mobile,-12.0,On time
1806,561476,410402,mobile,ended,11.0,550186.0,0.0,mobile,21.0,Late
1807,553522,224455,mobile,ended,,548607.0,210.0,mobile,,On time
1808,557237,366025,mobile,canceled,,555447.0,360.0,mobile,-1421.0,On time
1809,559133,335341,mobile,canceled,,558460.0,300.0,mobile,13.0,Late
1810,559966,395204,connect,ended,19.0,555436.0,720.0,connect,-14.0,On time
1811,560197,376652,mobile,ended,-7.0,556960.0,420.0,mobile,-13.0,On time
1812,560740,383344,connect,ended,17.0,534678.0,60.0,connect,164.0,Late
1813,560787,413181,mobile,canceled,,560542.0,150.0,mobile,4.0,Late
1814,560998,412455,mobile,canceled,,561577.0,0.0,mobile,-505.0,On time
1815,561898,404789,mobile,ended,284.0,561771.0,360.0,mobile,268.0,Late
1816,562282,398733,mobile,ended,126.0,555245.0,570.0,mobile,,On time
1817,562649,379751,connect,ended,72.0,565386.0,0.0,connect,-103.0,On time
1818,562166,358480,mobile,ended,-23.0,567436.0,510.0,mobile,-661.0,On time
1819,564880,320432,mobile,ended,,565649.0,60.0,mobile,-282.0,On time
1820,565711,367627,mobile,ended,-86.0,561444.0,540.0,mobile,35.0,Late
1821,565721,381470,mobile,ended,44.0,564855.0,0.0,mobile,-48.0,On time
1822,565739,353535,mobile,ended,187.0,564894.0,480.0,mobile,56.0,Late
1823,566008,378689,mobile,canceled,,564756.0,0.0,mobile,39.0,Late
1824,566017,396034,connect,ended,46.0,569645.0,510.0,connect,-25.0,On time
1825,566228,390871,connect,canceled,,568465.0,60.0,connect,,On time
1826,567305,405564,mobile,canceled,,552222.0,0.0,mobile,,On time
1827,567833,372011,mobile,ended,-1345.0,546551.0,360.0,mobile,24.0,Late
1828,568153,312716,mobile,ended,-166.0,541645.0,120.0,mobile,39.0,Late
1829,568325,354026,mobile,ended,3.0,567791.0,90.0,mobile,18.0,Late
1830,568724,382821,connect,ended,7.0,560988.0,720.0,connect,-53.0,On time
1831,569688,344254,connect,ended,61.0,568778.0,690.0,connect,,On time
1832,569706,245154,connect,canceled,,558088.0,660.0,connect,-40.0,On time
1833,571823,353425,connect,ended,-276.0,569556.0,240.0,connect,-177.0,On time
1834,573274,298117,connect,ended,-7.0,571227.0,210.0,connect,-13.0,On time
1835,567741,294059,mobile,ended,111.0,567708.0,120.0,mobile,283.0,Late
1836,568049,381499,connect,canceled,,562174.0,720.0,connect,73.0,Late
1837,568241,396409,mobile,canceled,,566136.0,570.0,mobile,16.0,Late
1838,568523,297973,mobile,ended,12.0,567121.0,240.0,mobile,-275.0,On time
1839,569717,377312,mobile,ended,230.0,545045.0,90.0,mobile,22.0,Late
1840,573446,380069,mobile,ended,,573429.0,300.0,mobile,,On time
